"","exposure","outcome","term","estimate","std.error","conf.low","conf.high","statistic","p.value"
"32","isolation_cat_nominal","IL_10","isolation_cat_nominalVery Isolated",-0.266964876396191,0.299401795482183,-0.8607577222568,0.326827969464419,-0.891660906596257,0.374652996342388
"33","isolation_cat_nominal","IL_10","isolation_cat_nominalMost Isolated",-0.4852267492325,0.323829991909376,-1.12746716118864,0.157013662723643,-1.49839965832532,0.137088044100167
"34","isolation_cat_nominal","IFN_gamma","isolation_cat_nominalSomewhat Isolated",-0.483000286697778,0.262853105413197,-1.00430742600613,0.0383068526105738,-1.83752931485636,0.0690144923400231
"35","isolation_cat_nominal","IFN_gamma","isolation_cat_nominalVery Isolated",-0.379805820672381,0.311917411123912,-0.998420438284997,0.238808796940235,-1.21764866957523,0.226139719656224
"36","isolation_cat_nominal","IFN_gamma","isolation_cat_nominalMost Isolated",-0.545900139907501,0.337366756795754,-1.21498753229903,0.123187252484026,-1.61812072147344,0.108694945292753
"37","isolation_cat_nominal","IL_12p70","isolation_cat_nominalSomewhat Isolated",-0.349475769244445,0.252043951980808,-0.849345502114985,0.150393963626096,-1.386566773366,0.168567765227535
"38","isolation_cat_nominal","IL_12p70","isolation_cat_nominalVery Isolated",-0.1651410042,0.299090615146851,-0.758316697258988,0.428034688858987,-0.552143717779031,0.582045995507603
"39","isolation_cat_nominal","IL_12p70","isolation_cat_nominalMost Isolated",-0.3430540342,0.323493422366396,-0.984626939849328,0.298518871449328,-1.06046679926447,0.291412667860424
"40","isolation_cat_nominal","IFN_alpha2","isolation_cat_nominalSomewhat Isolated",-0.260170986728889,0.226874805428616,-0.710123653687917,0.189781680230138,-1.1467601536335,0.254137727622977
"41","isolation_cat_nominal","IFN_alpha2","isolation_cat_nominalVery Isolated",-0.330081857582857,0.269223381809748,-0.864022937660784,0.20385922249507,-1.22605196979554,0.222974851905051
"42","isolation_cat_nominal","IFN_alpha2","isolation_cat_nominalMost Isolated",-0.457044591565,0.291189321068896,-1.03454993138187,0.120460748251867,-1.56957882207797,0.119580197774633
"43","isolation_cat_nominal","CX3CL1","isolation_cat_nominalSomewhat Isolated",-0.557961056742222,0.283374273858579,-1.11996709363716,0.00404498015271171,-1.9689898068188,0.0516408714462049
"44","isolation_cat_nominal","CX3CL1","isolation_cat_nominalVery Isolated",-0.544550446796191,0.336269072195822,-1.2114608406784,0.12235994708602,-1.61938903045796,0.108421564664926
"45","isolation_cat_nominal","CX3CL1","isolation_cat_nominalMost Isolated",-0.520448248382501,0.363705270214475,-1.24177187006401,0.200875373299008,-1.43096152573097,0.155468283210451
"46","isolation_cat_nominal","IFN_lambda1","isolation_cat_nominalSomewhat Isolated",-0.6040746598,0.255307692799112,-1.11041725281332,-0.0977320667866852,-2.36606524925716,0.0198488275730755
"47","isolation_cat_nominal","IFN_lambda1","isolation_cat_nominalVery Isolated",-0.574459764828572,0.30296356762738,-1.1753165456766,0.0263970160194593,-1.89613480369069,0.0607446350236731
"48","isolation_cat_nominal","IFN_lambda1","isolation_cat_nominalMost Isolated",-0.712882686650001,0.327682369090697,-1.362763380142,-0.0630019931580006,-2.17552957953831,0.0318772871646482
"49","isolation_cat_nominal","IFN_lambda2_3","isolation_cat_nominalSomewhat Isolated",-0.428188450142222,0.251346866283244,-0.926675677942949,0.0702987776585043,-1.70357584510202,0.0914757846323836
"50","isolation_cat_nominal","IFN_lambda2_3","isolation_cat_nominalVery Isolated",-0.693726387767619,0.298263411048296,-1.28526151659753,-0.102191258937706,-2.32588497975465,0.0219841404018018
"51","isolation_cat_nominal","IFN_lambda2_3","isolation_cat_nominalMost Isolated",-0.569011716345,0.322598726674571,-1.20881020410825,0.0707867714182491,-1.76383745283348,0.0807244092231393
"52","isolation_cat_nominal","sTREM_1","isolation_cat_nominalSomewhat Isolated",-0.59425804388,0.286562577551925,-1.1625873291726,-0.0259287585874048,-2.07374615679649,0.040597453768872
"53","isolation_cat_nominal","sTREM_1","isolation_cat_nominalVery Isolated",-0.656743055251429,0.340052506416019,-1.33115699856666,0.0176708880638065,-1.93129896960081,0.0561946722901904
"54","isolation_cat_nominal","sTREM_1","isolation_cat_nominalMost Isolated",-0.583968149117501,0.367797394882407,-1.31340753492886,0.145471236693862,-1.58774411467544,0.115409384791799
"55","isolation_cat_nominal","sRAGE","isolation_cat_nominalSomewhat Isolated",-0.468453980284445,0.296685685518422,-1.05686006264067,0.119952102071775,-1.57895713595308,0.11741218310423
"56","isolation_cat_nominal","sRAGE","isolation_cat_nominalVery Isolated",-0.405681801649524,0.352065199301933,-1.10392008804757,0.292556484748521,-1.15229168476152,0.251868657475927
"57","isolation_cat_nominal","sRAGE","isolation_cat_nominalMost Isolated",-0.57825029134,0.380790203538717,-1.33345784869932,0.176957266019323,-1.51855348684465,0.131938509463211
"58","isolation_cat_nominal","GM_CSF","isolation_cat_nominalSomewhat Isolated",-0.0298621214666667,0.224737568600032,-0.475576083254674,0.415851840321341,-0.132875520780474,0.894551074371766
"59","isolation_cat_nominal","GM_CSF","isolation_cat_nominalVery Isolated",-0.144744533142857,0.266687207175316,-0.673655709003432,0.384166642717717,-0.542750192916845,0.588474328906125
"60","isolation_cat_nominal","GM_CSF","isolation_cat_nominalMost Isolated",-0.0965930749375001,0.288446219912718,-0.668658120585834,0.475471970710833,-0.334873776355012,0.738401310170727
"61","isolation_cat_d","IL_10","isolation_cat_dHigh",-0.390205400127317,0.229402887404769,-0.845068949126178,0.0646581488715436,-1.70096115415854,0.0919100826498739
"62","isolation_cat_d","IFN_gamma","isolation_cat_dHigh",-0.468845577732195,0.238721893643755,-0.94218699463831,0.00449583917391921,-1.96398231672816,0.0521757143773823
"63","isolation_cat_d","IL_12p70","isolation_cat_dHigh",-0.301015064041464,0.229201243204716,-0.755478789840589,0.153448661757661,-1.31332212614835,0.191937142160939
"64","isolation_cat_d","IFN_alpha2","isolation_cat_dHigh",-0.316489352159512,0.206361393213887,-0.725665874545633,0.0926871702266079,-1.53366551383709,0.128119642136579
"65","isolation_cat_d","CX3CL1","isolation_cat_dHigh",-0.547207059880976,0.257071563961087,-1.0569324833614,-0.0374816364005527,-2.12861761701425,0.0356247724516536
"66","isolation_cat_d","IFN_lambda1","isolation_cat_dHigh",-0.617721191936585,0.23180204999979,-1.07734183717317,-0.158100546699998,-2.66486509475281,0.00891788684754179
"67","isolation_cat_d","IFN_lambda2_3","isolation_cat_dHigh",-0.52366977879317,0.229144760689853,-0.978021510199122,-0.0693180473872193,-2.28532294265265,0.0243033957370478
"68","isolation_cat_d","sTREM_1","isolation_cat_dHigh",-0.608252518545854,0.260012148404982,-1.12380857777552,-0.0926964593161905,-2.33932345960416,0.0212111294636817
"69","isolation_cat_d","sRAGE","isolation_cat_dHigh",-0.473801848888781,0.269382666610915,-1.00793791474054,0.0603342169629816,-1.7588431165585,0.0815174143253977
"70","isolation_cat_d","GM_CSF","isolation_cat_dHigh",-0.0723039007439021,0.204109151514195,-0.477014643887596,0.332406842399792,-0.354241346884799,0.723868421327241
"71","isolation_cat2_d","IL_10","isolation_cat2_dHigh",-0.0952490687111969,0.206675812057984,-0.505049025583763,0.314550888161369,-0.460862196513224,0.645850624954667
"72","isolation_cat2_d","IFN_gamma","isolation_cat2_dHigh",-0.141130206846718,0.215809544540894,-0.569040667993155,0.286780254299719,-0.653957206327246,0.514569087924235
"73","isolation_cat2_d","IL_12p70","isolation_cat2_dHigh",-0.0174133740100387,0.205573549695991,-0.425027748235514,0.390201000215437,-0.0847062962905013,0.932656187675084
"74","isolation_cat2_d","IFN_alpha2","isolation_cat2_dHigh",-0.21773188428417,0.184417622256559,-0.58339796245144,0.1479341938831,-1.18064576269867,0.240411069298252
"75","isolation_cat2_d","CX3CL1","isolation_cat2_dHigh",-0.175438623746332,0.232962109542852,-0.637359452763415,0.286482205270751,-0.753077932246578,0.453088284068302
"76","isolation_cat2_d","IFN_lambda1","isolation_cat2_dHigh",-0.245984615744788,0.211729715784177,-0.665805530117938,0.173836298628363,-1.16178598187667,0.247956510906059
"77","isolation_cat2_d","IFN_lambda2_3","isolation_cat2_dHigh",-0.364531715381467,0.205819047443398,-0.772632866290184,0.0435694355272501,-1.77112721057421,0.0794410888338655
"78","isolation_cat2_d","sTREM_1","isolation_cat2_dHigh",-0.24324979736332,0.236085072514181,-0.71136288505945,0.224863290332809,-1.03034806382648,0.305214192358693
"79","isolation_cat2_d","sRAGE","isolation_cat2_dHigh",-0.179157026081853,0.242536090516329,-0.660061290804169,0.301747238640462,-0.73868192441154,0.461748144483902
"80","isolation_cat2_d","GM_CSF","isolation_cat2_dHigh",-0.104725202860232,0.181409813541937,-0.464427351967497,0.254976946247034,-0.577285213051728,0.564982563284241
"81","isolation_item_visit","IL_10","isolation_item_visit5",0.207492148657143,0.603081613958994,-0.989004596782716,1.403988894097,0.344053182611618,0.73152870295621
"82","isolation_item_visit","IL_10","isolation_item_visit4",0.113141893355556,0.57448308845421,-1.02661619201104,1.25289997872215,0.196945559633431,0.844269869038674
"83","isolation_item_visit","IL_10","isolation_item_visit3",-0.229992638661538,0.541999719521752,-1.30530464524045,0.845319367917371,-0.424340881328275,0.672228743699305
"84","isolation_item_visit","IL_10","isolation_item_visit2",-0.278968334234482,0.498740854428008,-1.26845598454375,0.710519316074787,-0.559345262690427,0.577176731964265
"85","isolation_item_visit","IL_10","isolation_item_visit1",-0.154514297366666,0.491558446890299,-1.12975225568669,0.82072366095336,-0.314335555302031,0.753921053487882
"86","isolation_item_visit","IL_10","isolation_item_visit0",-0.405649294825,0.587166362815232,-1.57057063528549,0.759272045635486,-0.690859218978538,0.491254578860012
"87","isolation_item_visit","IFN_gamma","isolation_item_visit5",0.122125503542855,0.61731100856552,-1.10260195552218,1.34685296260789,0.197834643880148,0.843576038156174
"88","isolation_item_visit","IFN_gamma","isolation_item_visit4",1.03681425673333,0.588037715839926,-0.129835823310728,2.20346433677739,1.76317645757193,0.0809254248055824
"89","isolation_item_visit","IFN_gamma","isolation_item_visit3",0.331775216553844,0.554787918842028,-0.768908213249696,1.43245864635738,0.5980217039447,0.55117744679816
"90","isolation_item_visit","IFN_gamma","isolation_item_visit2",0.490447413468963,0.510508383498352,-0.522386679359266,1.50328150629719,0.96070393615886,0.339018245915117
"91","isolation_item_visit","IFN_gamma","isolation_item_visit1",0.176795883094443,0.503156510819088,-0.821452303730315,1.1750440699192,0.351373537443919,0.726047384944339
"92","isolation_item_visit","IFN_gamma","isolation_item_visit0",0.019271001649998,0.601020245412198,-1.17313604730384,1.21167805060383,0.0320638144839553,0.974485070290112
"93","isolation_item_visit","IL_12p70","isolation_item_visit5",0.518271760542856,0.590446067788029,-0.653156421172819,1.68969994225853,0.877763082552895,0.382176331692043
"94","isolation_item_visit","IL_12p70","isolation_item_visit4",0.600229769066666,0.562446728166338,-0.515648520302105,1.71610805843544,1.06717621244506,0.288461878080062
"95","isolation_item_visit","IL_12p70","isolation_item_visit3",0.220624893323077,0.530643938940564,-0.832157568012152,1.27340735465831,0.415768233900036,0.678470465905122
"96","isolation_item_visit","IL_12p70","isolation_item_visit2",0.263546660227586,0.488291417821738,-0.705209605470226,1.2323029259254,0.539732320922748,0.590581501884177
"97","isolation_item_visit","IL_12p70","isolation_item_visit1",-0.079864250211111,0.481259493468993,-1.03466937827266,0.874940877850441,-0.165948415137616,0.868532596960366
"98","isolation_item_visit","IL_12p70","isolation_item_visit0",-0.1016477386,0.574864267185611,-1.24216207171317,1.03886659451316,-0.17682041553503,0.860007080646215
"99","isolation_item_visit","IFN_alpha2","isolation_item_visit5",0.333542507514284,0.525597898017431,-0.709228752348146,1.37631376737671,0.634596349742674,0.527140898627048
"100","isolation_item_visit","IFN_alpha2","isolation_item_visit4",0.969897931244443,0.500673701119705,-0.0234244318508247,1.96322029433971,1.93718569414644,0.0555442603615227
"101","isolation_item_visit","IFN_alpha2","isolation_item_visit3",0.277869184723076,0.472363784126306,-0.659287109365522,1.21502547881167,0.588252516515483,0.557689054225877
"102","isolation_item_visit","IFN_alpha2","isolation_item_visit2",0.0901818772137919,0.434662802969488,-0.772176744039286,0.95254049846687,0.207475488120207,0.836060459649954
"103","isolation_item_visit","IFN_alpha2","isolation_item_visit1",0.177706244077777,0.428403188653372,-0.672233480655184,1.02764596881074,0.414810740873272,0.679169016149383
"104","isolation_item_visit","IFN_alpha2","isolation_item_visit0",-0.139063722700001,0.511727432803498,-1.15431637462932,0.876188929229314,-0.271753503497244,0.786371808808636
"105","isolation_item_visit","CX3CL1","isolation_item_visit5",-0.0300134944571455,0.679142686385734,-1.37741324126001,1.31738625234572,-0.0441932086714672,0.964838522300109
"106","isolation_item_visit","CX3CL1","isolation_item_visit4",0.309470501844441,0.646937294962027,-0.974034665630891,1.59297566931977,0.478362438298762,0.633436440311979
"107","isolation_item_visit","CX3CL1","isolation_item_visit3",-0.450456320292311,0.61035710095673,-1.66138742471907,0.760474784134444,-0.738020938211786,0.462230146120656
"108","isolation_item_visit","CX3CL1","isolation_item_visit2",-0.027218771324142,0.561642397722947,-1.14150129200175,1.08706374935346,-0.0484628144785621,0.961444059324296
"109","isolation_item_visit","CX3CL1","isolation_item_visit1",-0.261592691266671,0.553554139953231,-1.35982833889468,0.836642956361339,-0.472569297898798,0.637550238563412
"110","isolation_item_visit","CX3CL1","isolation_item_visit0",-0.138891730475004,0.661220192703124,-1.45073376027066,1.17295029932065,-0.210053673508069,0.834053161142828
"111","isolation_item_visit","IFN_lambda1","isolation_item_visit5",-0.277677250971429,0.604141219031381,-1.47627622269579,0.920921720752929,-0.459623085173081,0.64678446137028
"112","isolation_item_visit","IFN_lambda1","isolation_item_visit4",0.62996716482222,0.575492446359404,-0.511793457880279,1.77172778752472,1.09465757336595,0.276296301632573
"113","isolation_item_visit","IFN_lambda1","isolation_item_visit3",-0.552305712476924,0.542952004649908,-1.62950702562761,0.52489560067376,-1.01722750399098,0.311500009401064
"114","isolation_item_visit","IFN_lambda1","isolation_item_visit2",-0.295278886055174,0.499617134398955,-1.28650505086905,0.695947278758707,-0.59101032715861,0.555847004073321
"115","isolation_item_visit","IFN_lambda1","isolation_item_visit1",-0.178372310205557,0.492422107482239,-1.15532374654166,0.798579126130548,-0.362234569681644,0.717941133741654
"116","isolation_item_visit","IFN_lambda1","isolation_item_visit0",-0.478342412150001,0.588198005037401,-1.64531050139658,0.688625677096574,-0.813233652704391,0.418016147636688
"117","isolation_item_visit","IFN_lambda2_3","isolation_item_visit5",0.190348079971428,0.600594163227095,-1.00121363406261,1.38190979400547,0.316932950111695,0.751955189554285
"118","isolation_item_visit","IFN_lambda2_3","isolation_item_visit4",0.618030269511112,0.572113594266751,-0.517026806874263,1.75308734589649,1.08025796922936,0.282625791556135
"119","isolation_item_visit","IFN_lambda2_3","isolation_item_visit3",-0.217644514369231,0.53976420517708,-1.28852132415906,0.853232295420599,-0.403221466487998,0.687646138927959
"120","isolation_item_visit","IFN_lambda2_3","isolation_item_visit2",0.0585531820551724,0.496683764185727,-0.926853259802377,1.04395962391272,0.117888254614414,0.906392667478287
"121","isolation_item_visit","IFN_lambda2_3","isolation_item_visit1",-0.1046015796,0.489530980971613,-1.07581710328258,0.866613944082575,-0.213677139273981,0.831233895896759
"122","isolation_item_visit","IFN_lambda2_3","isolation_item_visit0",-0.331190812725,0.584744555608504,-1.49130735666398,0.828925731213983,-0.566385457630045,0.57240073251495
"123","isolation_item_visit","sTREM_1","isolation_item_visit5",0.337378249485711,0.689657235726669,-1.03088206373968,1.70563856271111,0.489196998172906,0.625773525529122
"124","isolation_item_visit","sTREM_1","isolation_item_visit4",0.595388061311108,0.656953237480042,-0.707988450851134,1.89876457347335,0.906286821258257,0.366962629280607
"125","isolation_item_visit","sTREM_1","isolation_item_visit3",-0.0435752814153875,0.619806705557131,-1.27325413223065,1.18610356939987,-0.0703046304996307,0.944091601270768
"126","isolation_item_visit","sTREM_1","isolation_item_visit2",0.275142994372411,0.570337796821252,-0.856390950458426,1.40667693920325,0.482421112375694,0.630561141054019
"127","isolation_item_visit","sTREM_1","isolation_item_visit1",-0.0287807536333362,0.562124315903137,-1.14401938625469,1.08645787898802,-0.0511999798249176,0.959268301062364
"128","isolation_item_visit","sTREM_1","isolation_item_visit0",0.00670729994999696,0.67145726435356,-1.3254447884332,1.3388593883332,0.00998916879163466,0.992049830275715
"129","isolation_item_visit","sRAGE","isolation_item_visit5",-0.237725501542859,0.707344282613687,-1.64107641203889,1.16562540895317,-0.336081746026766,0.737513387531517
"130","isolation_item_visit","sRAGE","isolation_item_visit4",-0.295368186622224,0.673801553008327,-1.63217127692768,1.04143490368323,-0.43836079822537,0.662070290552972
"131","isolation_item_visit","sRAGE","isolation_item_visit3",-0.676178859707694,0.635702355880478,-1.93739422803289,0.585036508617497,-1.06367209976932,0.290039053014505
"132","isolation_item_visit","sRAGE","isolation_item_visit2",-0.424638274296554,0.584964760523282,-1.5851916985147,0.735915149921588,-0.725921120302516,0.469582708526724
"133","isolation_item_visit","sRAGE","isolation_item_visit1",-0.717695222872225,0.57654063551332,-1.86153542300212,0.426144977257672,-1.24483024901311,0.216103560518558
"134","isolation_item_visit","sRAGE","isolation_item_visit0",-0.522755077150003,0.688677552203852,-1.88907172616896,0.843561571868956,-0.759070882268666,0.449595706420551
"135","isolation_item_visit","GM_CSF","isolation_item_visit5",0.752583263228569,0.500192130000689,-0.239783676482427,1.74495020293957,1.50458837332673,0.135581911036962
"136","isolation_item_visit","GM_CSF","isolation_item_visit4",1.22664686513333,0.47647269127794,0.281338616283636,2.17195511398303,2.5744326749207,0.0115057437319072
"137","isolation_item_visit","GM_CSF","isolation_item_visit3",0.799703690261538,0.449531187640873,-0.092153382706021,1.6915607632291,1.77897265473028,0.0782827297674291
"138","isolation_item_visit","GM_CSF","isolation_item_visit2",0.274902633731034,0.413652554680056,-0.545772253318703,1.09557752078077,0.664573760323227,0.507852774272868
"139","isolation_item_visit","GM_CSF","isolation_item_visit1",0.342053091827778,0.407695510655391,-0.466803189542433,1.15090937319799,0.838991558376275,0.403475190572691
"140","isolation_item_visit","GM_CSF","isolation_item_visit0",0.104351538925,0.48699211994428,-0.861826956789855,1.07053003463986,0.214277674425081,0.830766856766181
"141","isolation_item_communicate","IL_10","isolation_item_communicate5",0.218598011656862,0.289062935871655,-0.354965565775013,0.792161589088737,0.756229818941299,0.451307180393273
"142","isolation_item_communicate","IL_10","isolation_item_communicate4",-0.085924831809524,0.311094274716847,-0.703203365244173,0.531353701625125,-0.276201906601243,0.78296875939611
"143","isolation_item_communicate","IL_10","isolation_item_communicate3",-0.407305458320513,0.320223671807093,-1.04269869621939,0.228087779578366,-1.27194050340501,0.206373982666683
"144","isolation_item_communicate","IL_10","isolation_item_communicate2",0.0493331082619049,0.414374017855618,-0.772874842264184,0.871541058787994,0.119054540429932,0.905473394455266
"145","isolation_item_communicate","IL_10","isolation_item_communicate1",0.413348330333334,0.443487564250164,-0.466627212469612,1.29332387313628,0.932040408015073,0.353583089923694
"146","isolation_item_communicate","IL_10","isolation_item_communicate0",-0.869271279166666,1.03480431658372,-2.92254754570687,1.18400498737354,-0.840034454085447,0.402913196177497
"147","isolation_item_communicate","IFN_gamma","isolation_item_communicate5",0.268783860011029,0.30666053740564,-0.339697176691842,0.8772648967139,0.876486626825058,0.382887381440925
"148","isolation_item_communicate","IFN_gamma","isolation_item_communicate4",0.00447179061607128,0.330033102240559,-0.650385485434298,0.659329066666441,0.0135495215046999,0.989216644755402
"149","isolation_item_communicate","IFN_gamma","isolation_item_communicate3",0.250577163264423,0.339718279655097,-0.423497605990996,0.924651932519842,0.737602826432609,0.462500535157889
"150","isolation_item_communicate","IFN_gamma","isolation_item_communicate2",-0.0152528108124999,0.439600319630596,-0.887515216946335,0.857009595321336,-0.0346969966384854,0.972391217951565
"151","isolation_item_communicate","IFN_gamma","isolation_item_communicate1",0.256780177520834,0.470486243335113,-0.676766601992909,1.19032695703458,0.545776164889771,0.586447516138326
"152","isolation_item_communicate","IFN_gamma","isolation_item_communicate0",-0.464023887812501,1.0978012344486,-2.6422997066779,1.7142519310529,-0.422684793250001,0.673441921218511
"153","isolation_item_communicate","IL_12p70","isolation_item_communicate5",-0.0647546668946078,0.291292250467407,-0.642741688137794,0.513232354348578,-0.222301371872072,0.824537245783346
"154","isolation_item_communicate","IL_12p70","isolation_item_communicate4",-0.206595188113096,0.313493499664832,-0.828634304360206,0.415443928134015,-0.659009479730758,0.511419597291942
"155","isolation_item_communicate","IL_12p70","isolation_item_communicate3",-0.203629364157051,0.322693304599385,-0.84392288930659,0.436664160992488,-0.631030645057391,0.529474667536691
"156","isolation_item_communicate","IL_12p70","isolation_item_communicate2",0.243806784744048,0.417569758061191,-0.584742207670806,1.0723557771589,0.583870790538238,0.560635225769176
"157","isolation_item_communicate","IL_12p70","isolation_item_communicate1",0.152158453458334,0.446907834292867,-0.734603647142346,1.03892055405901,0.340469425198354,0.73422444480081
"158","isolation_item_communicate","IL_12p70","isolation_item_communicate0",-0.586321196541666,1.04278494668336,-2.65543276460992,1.48279037152659,-0.562264730044769,0.575206569759774
"159","isolation_item_communicate","IFN_alpha2","isolation_item_communicate5",-0.0879721760551467,0.264898596610431,-0.613588461901016,0.437644109790722,-0.332097554237034,0.740517686958043
"160","isolation_item_communicate","IFN_alpha2","isolation_item_communicate4",0.0248522031339287,0.285088216299796,-0.540824668345662,0.59052907461352,0.0871737297896395,0.930709500337544
"161","isolation_item_communicate","IFN_alpha2","isolation_item_communicate3",-0.0488646638605768,0.293454437551279,-0.631141933368083,0.533412605646929,-0.166515334606375,0.868091033681595
"162","isolation_item_communicate","IFN_alpha2","isolation_item_communicate2",-0.0269051320803569,0.379734245315061,-0.780380258732376,0.726569994571662,-0.0708525301899861,0.943658055123524
"163","isolation_item_communicate","IFN_alpha2","isolation_item_communicate1",0.00423803389583329,0.406414032396765,-0.802175578548419,0.810651646340085,0.010427872952221,0.991700896938485
"164","isolation_item_communicate","IFN_alpha2","isolation_item_communicate0",-0.4987132189375,0.948299408925784,-2.38034498130742,1.38291854343242,-0.525902699340953,0.600131895842563
"165","isolation_item_communicate","CX3CL1","isolation_item_communicate5",0.540256873785537,0.32306795645816,-0.100780041933126,1.1812937895042,1.67227006883769,0.0976287626031135
