"","exposure","outcome","term","estimate","std.error","statistic","p.value","ci_lower","ci_upper"
"32","social_activities_ordinal","IFN_alpha2","social_activities_ordinal.L",-0.621202421829569,0.277772747352256,-2.2363692181861,0.0274837930592527,-1.16563700663999,-0.0767678370191479
"33","social_relationships_ordinal","IFN_gamma","social_relationships_ordinal.L",-0.603396403737621,0.272869180189377,-2.21130287897978,0.0292253181638409,-1.1382199969088,-0.0685728105664418
"34","social_relationships_nominal","TNF","social_relationships_nominalGood",-0.613758763785012,0.278025025732402,-2.20756661084083,0.029492986200223,-1.15868781422052,-0.0688297133495043
"35","isolation_cat_nominal","IFN_lambda1","isolation_cat_nominalMost Isolated",-0.712882686650001,0.327682369090697,-2.17552957953831,0.0318772871646482,-1.35514013006777,-0.0706252432322358
"36","social_relationships_d","GM_CSF","social_relationships_dHigh",0.623986374067012,0.290589963179079,2.14730876194259,0.0340696953756612,0.0544300462360167,1.19354270189801
"37","social_relationships_ordinal","IL_1beta","social_relationships_ordinal.C",0.391400729293588,0.182542969348749,2.14415669192833,0.0343729040042513,0.0336165093700395,0.749184949217137
"38","race_f","IL_12p70","race_fUnknown",-1.08705490146622,0.508355378529374,-2.13837592239305,0.0348741438959791,-2.08343144338379,-0.0906783595486436
"39","isolation_cat_d","CX3CL1","isolation_cat_dHigh",-0.547207059880976,0.257071563961087,-2.12861761701425,0.0356247724516536,-1.05106732524471,-0.043346794517246
"40","race_dichotomized","beta_NGF","race_dichotomized",0.383490511019655,0.180465260201683,2.12501015758422,0.0359318780195858,0.0297786010243574,0.737202421014953
"41","race_f","IFN_lambda1","race_fUnknown",-1.12256723704054,0.52833005497931,-2.12474612500419,0.0360239795414577,-2.15809414479999,-0.0870403292810926
"42","social_activities_nominal","IFN_alpha2","social_activities_nominalFair",-0.86465120280769,0.407048813363033,-2.1241953653272,0.0360474820307962,-1.66246687699923,-0.066835528616146
"43","social_relationships_ordinal","GM_CSF","social_relationships_ordinal.L",-0.488299477672442,0.230151306877654,-2.12164547009076,0.0362663980928554,-0.939396039152643,-0.0372029161922406
"44","isolation_item_visit_d","sTREM_2","isolation_item_visit_dHigh",0.360814808231962,0.170900329649646,2.11125870249432,0.0371236410710998,0.0258501621186563,0.695779454345269
"45","social_activities_ordinal","IL_10","social_activities_ordinal.L",-0.64429449038921,0.308734664537752,-2.08688742922298,0.0393670421442795,-1.2494144328832,-0.0391745478952156
"46","social_relationships_nominal","GM_CSF","social_relationships_nominalFair",-0.701615081590908,0.336305832357791,-2.08624119502177,0.0394267891393268,-1.36077451301218,-0.0424556501696377
"47","social_activities_nominal","IFN_lambda1","social_activities_nominalFair",-0.969127142346151,0.466500326287655,-2.07744151018785,0.040248160444847,-1.88346778186996,-0.0547865028223471
"48","isolation_cat_nominal","sTREM_1","isolation_cat_nominalSomewhat Isolated",-0.59425804388,0.286562577551925,-2.07374615679649,0.040597453768872,-1.15592069588177,-0.0325953918782277
"49","isolation_cat_ordinal","IFN_lambda1","isolation_cat_ordinal.L",-0.471594152369361,0.227985208370034,-2.06852960216583,0.0410949706778509,-0.918445160774628,-0.0247431439640937
"50","social_activities_d","IL_10","social_activities_dHigh",0.862405084768976,0.419340392485904,2.05657527922966,0.0422064749763326,0.0404979154966033,1.68431225404135
"51","isolation_item_communicate","beta_NGF","isolation_item_communicate5",0.484174456920342,0.236659220546935,2.04587193265229,0.0434206855762368,0.0203223846483489,0.948026529192336
"52","race_f","IL_10","race_fUnknown",-1.04707496241216,0.514862448939311,-2.03369844619526,0.0445784163521047,-2.05620536233321,-0.037944562491113
"53","social_activities_ordinal","IFN_lambda1","social_activities_ordinal.L",-0.643583471706432,0.318342844935595,-2.0216677771936,0.0458040379477233,-1.2675354477802,-0.0196314956326659
"54","isolation_item_visit_d","IL_12p70","isolation_item_visit_dHigh",-0.393998646450938,0.194961730574681,-2.02090248834766,0.0458349646924114,-0.776123638377312,-0.0118736545245637
"55","social_relationships_ordinal","sRAGE","social_relationships_ordinal.C",0.416585308208856,0.207455971045019,2.00806612656358,0.0472543861873633,0.00997160496061938,0.823199011457093
"56","race_f","GM_CSF","race_fUnknown",-0.894688490993243,0.446501855502231,-2.00377328776582,0.0477460503330811,-1.76983212777762,-0.0195448542088706
"57","race_dichotomized","IFN_lambda1","race_dichotomized",-0.429772060343571,0.215403158308418,-1.99519850924477,0.0486118431092889,-0.851962250628071,-0.00758187005907068
"58","social_relationships_d","IL_10","social_relationships_dHigh",0.661645100946392,0.331835187357112,1.99389674800927,0.0487562093446019,0.0112481337264524,1.31204206816633
"59","social_relationships_nominal","IFN_gamma","social_relationships_nominalFair",-0.792065374054544,0.398726811562965,-1.98648636380818,0.049635795793707,-1.57356992471796,-0.0105608233911326
"60","social_relationships_nominal","sRAGE","social_relationships_nominalVery good",0.622809765002394,0.314257692680776,1.98184413463204,0.050161222521059,0.00686468734807311,1.23875484265671
"61","isolation_cat_nominal","CX3CL1","isolation_cat_nominalSomewhat Isolated",-0.557961056742222,0.283374273858579,-1.9689898068188,0.0516408714462049,-1.11337463350504,-0.00254747997940752
"62","race_dichotomized","IL_12p70","race_dichotomized",-0.408683066655611,0.207928123202015,-1.96550163759498,0.0519972619745695,-0.81622218813156,-0.00114394517966154
"63","isolation_cat_ordinal","IFN_lambda2_3","isolation_cat_ordinal.L",-0.441080751235923,0.224448261055062,-1.96517785062151,0.0520867237434463,-0.880999342903844,-0.00116215956800153
"64","isolation_cat_d","IFN_gamma","isolation_cat_dHigh",-0.468845577732195,0.238721893643755,-1.96398231672816,0.0521757143773823,-0.936740489273956,-0.000950666190435323
"65","isolation_cat_nominal","sTREM_2","isolation_cat_nominalSomewhat Isolated",0.427835465875556,0.218488618948626,1.95815904706759,0.0529162005984887,-0.000402227263751331,0.856073159014863
"66","isolation_cat_d","TGF_beta1","isolation_cat_dHigh",-0.568738899607561,0.291519607774221,-1.9509456120291,0.0537284073504922,-1.14011733084503,0.00263953162991259
"67","race_f","VILIP_1","race_fOther",0.916317540981082,0.473067439890049,1.93697021548144,0.055515453258809,-0.0108946412034142,1.84352972316558
"68","isolation_item_visit","IFN_alpha2","isolation_item_visit4",0.969897931244443,0.500673701119705,1.93718569414644,0.0555442603615227,-0.0114225229501785,1.95121838543907
"69","isolation_item_visit","IFN_beta","isolation_item_visit4",-0.934693128866666,0.482567380391465,-1.93691734428554,0.0555775031910941,-1.88052519443394,0.0111389367006048
"70","isolation_cat_nominal","sTREM_1","isolation_cat_nominalVery Isolated",-0.656743055251429,0.340052506416019,-1.93129896960081,0.0561946722901904,-1.32324596782683,0.00975985732396734
"71","isolation_item_visit_d","TNF","isolation_item_visit_dHigh",-0.396047133150794,0.205596168351018,-1.92633518575412,0.0567663098178763,-0.79901562311879,0.0069213568172023
"72","isolation_item_communicate","IP_10","isolation_item_communicate5",-0.510657701906862,0.266363003121171,-1.91714951372042,0.0581019161203251,-1.03272918802436,0.0114137842106321
"73","social_relationships_nominal","IFN_alpha2","social_relationships_nominalGood",-0.451344423959459,0.237790418061621,-1.89807658205343,0.0604855414946622,-0.917413643360236,0.0147247954413188
"74","social_activities_d","GM_CSF","social_activities_dHigh",0.7004857600033,0.369359136532706,1.89648959703282,0.0606437382990233,-0.0234581476008024,1.4244296676074
"75","isolation_cat_nominal","IFN_lambda1","isolation_cat_nominalVery Isolated",-0.574459764828572,0.30296356762738,-1.89613480369069,0.0607446350236731,-1.16826835737824,0.0193488277210929
"76","race_f","IFN_lambda2_3","race_fUnknown",-0.99291956977027,0.524959884632317,-1.89141989480913,0.0614052379721529,-2.02184094364961,0.0360018041090704
"77","isolation_item_communicate","sTREM_1","isolation_item_communicate4",0.663731024738096,0.352828532834087,1.88117162579424,0.0628869863127455,-0.0278128996167158,1.35527494909291
"78","social_activities_nominal","IL_10","social_activities_nominalFair",-0.847472592448715,0.452420476961904,-1.87319680607665,0.0638765110740678,-1.73421672729405,0.0392715423966165
"79","isolation_cat_nominal","TGF_beta1","isolation_cat_nominalMost Isolated",-0.765523737328751,0.411531491819997,-1.86018264104947,0.0657128222757632,-1.57212546129594,0.0410779866384432
"80","social_relationships_ordinal","TNF","social_relationships_ordinal.C",0.339524854514105,0.182634405167108,1.85904103995873,0.0658759888495324,-0.0184385796134265,0.697488288641636
"81","social_relationships_nominal","IFN_lambda1","social_relationships_nominalVery good",-0.503663326339712,0.271323915526913,-1.85631747707015,0.0662666304587528,-1.03545820077246,0.0281315480930361
"82","race_dichotomized","IL_10","race_dichotomized",-0.386618837374283,0.209694419893305,-1.84372496688753,0.0680432029853751,-0.797619900365161,0.0243822256165945
"83","isolation_cat_nominal","IFN_gamma","isolation_cat_nominalSomewhat Isolated",-0.483000286697778,0.262853105413197,-1.83752931485636,0.0690144923400231,-0.998192373307645,0.0321917999120885
"84","social_activities_nominal","GM_CSF","social_activities_nominalGood",-0.463825961856645,0.252877756078932,-1.83419043670994,0.0695126254528413,-0.959466363771353,0.0318144400580618
"85","social_activities_nominal","IFN_lambda1","social_activities_nominalVery good",-0.452055676204645,0.246619946225506,-1.83300533117176,0.0696901521817433,-0.935430770806636,0.0313194183973465
"86","social_relationships_ordinal","IL_18","social_relationships_ordinal.C",0.34203890284889,0.186785337895967,1.83118710869798,0.0699632527638111,-0.0240603594272042,0.708138165124985
"87","isolation_item_visit","IL_18","isolation_item_visit5",-1.13925438648571,0.624140642525227,-1.82531677776402,0.0709381113269902,-2.36257004583516,0.0840612728637322
"88","isolation_item_communicate","IP_10","isolation_item_communicate3",-0.536926789237179,0.295076705824703,-1.81961767445022,0.0718394400656085,-1.1152771326536,0.041423554179239
"89","isolation_item_communicate","IFN_beta","isolation_item_communicate3",-0.517142932383012,0.284290216912783,-1.81906693096536,0.0719240939503739,-1.07435175753207,0.0400658927660431
"90","social_relationships_ordinal","sTREM_2","social_relationships_ordinal.Q",0.352566710393024,0.194404433480754,1.81357340509381,0.0726552800521487,-0.0284659792292541,0.733599400015301
"91","isolation_cat_nominal","IL_18","isolation_cat_nominalSomewhat Isolated",-0.478173888395556,0.263936982823535,-1.81169718347223,0.0729470400310695,-0.995490374729685,0.0391425979385731
"92","social_relationships_ordinal","sTREM_2","social_relationships_ordinal.C",0.278795454778634,0.154220945149906,1.8077664775536,0.0735614346986673,-0.023477597715183,0.58106850727245
"93","isolation_cat_nominal","IL_6","isolation_cat_nominalSomewhat Isolated",-0.488542497533334,0.27450077916121,-1.77974903760262,0.0780661848233315,-1.02656402468931,0.0494790296226386
"94","isolation_item_visit","GM_CSF","isolation_item_visit3",0.799703690261538,0.449531187640873,1.77897265473028,0.0782827297674291,-0.0813774375145737,1.68078481803765
"95","isolation_cat_ordinal","TGF_beta1","isolation_cat_ordinal.L",-0.508926568469473,0.286323286705256,-1.77745433955348,0.0784450212398964,-1.07012021041177,0.0522670734728291
"96","social_activities_d","IFN_alpha2","social_activities_dHigh",0.671007759960395,0.378149740088195,1.77444987745832,0.0788870283110794,-0.0701657306124677,1.41218125053326
"97","race_f","VILIP_1","race_fBlack",0.432929867537603,0.244408588696959,1.77133655509296,0.079491450105192,-0.0461109663084358,0.911970701383642
"98","isolation_cat_nominal","IFN_lambda2_3","isolation_cat_nominalMost Isolated",-0.569011716345,0.322598726674571,-1.76383745283348,0.0807244092231393,-1.20130522062716,0.063281787937159
"99","isolation_item_visit","IFN_gamma","isolation_item_visit4",1.03681425673333,0.588037715839926,1.76317645757193,0.0809254248055824,-0.115739666312924,2.18936817977959
"100","isolation_cat_d","sRAGE","isolation_cat_dHigh",-0.473801848888781,0.269382666610915,-1.7588431165585,0.0815174143253977,-1.00179187544617,0.0541881776686134
"101","isolation_cat_nominal","sTREM_2","isolation_cat_nominalVery Isolated",0.455479408986667,0.259271825133524,1.75676400145714,0.0819298348682022,-0.0526933682750412,0.963652186248375
"102","race_f","IL_12p70","race_fBlack",-0.414136521324912,0.236413387711577,-1.75174733264326,0.0828228846523772,-0.877506761239603,0.0492337185897791
"103","social_relationships_nominal","TGF_beta1","social_relationships_nominalVery good",0.600140190526317,0.343288718309428,1.74820831130656,0.0834076110735261,-0.0727056973601617,1.2729860784128
"104","race_dichotomized","VILIP_1","race_dichotomized",0.373466909308353,0.216008399215653,1.7289462385002,0.0867578286584538,-0.0499095531543266,0.796843371771033
"105","social_activities_ordinal","IFN_gamma","social_activities_ordinal.L",-0.559143304234969,0.327134290753882,-1.7092164289669,0.0904222635073733,-1.20032651411258,0.0820399056426399
"106","isolation_cat_nominal","IFN_lambda2_3","isolation_cat_nominalSomewhat Isolated",-0.428188450142222,0.251346866283244,-1.70357584510202,0.0914757846323836,-0.920828308057381,0.0644514077729363
"107","isolation_cat_d","IL_10","isolation_cat_dHigh",-0.390205400127317,0.229402887404769,-1.70096115415854,0.0919100826498739,-0.839835059440664,0.0594242591860292
"108","race_f","beta_NGF","race_fBlack",0.342722552968272,0.20259490853986,1.69166419550392,0.0937631068850358,-0.0543634677698533,0.739808573706398
"109","isolation_item_visit","MCP_1","isolation_item_visit4",-0.948522201800001,0.561995001423117,-1.68777693644623,0.0945707237569518,-2.05003240458931,0.152988000989308
"110","isolation_cat_nominal","sTREM_2","isolation_cat_nominalMost Isolated",0.47264780607,0.280425816752707,1.68546466777987,0.0949263430498743,-0.0769867947653061,1.02228240690531
"111","isolation_item_communicate","TNF","isolation_item_communicate5",0.505959902235293,0.300199682077463,1.68541118609425,0.0950589289528466,-0.0824314746365348,1.09435127910712
"112","isolation_item_communicate","CX3CL1","isolation_item_communicate5",0.540256873785537,0.32306795645816,1.67227006883769,0.0976287626031135,-0.0929563208724555,1.17347006844353
"113","social_relationships_d","IFN_gamma","social_relationships_dHigh",0.58179861026495,0.348768587661508,1.66815083366856,0.0982653787751057,-0.101787821551606,1.26538504208151
"114","social_relationships_ordinal","TGF_beta1","social_relationships_ordinal.C",0.37764728204012,0.22662068762156,1.66642898317723,0.0986663231437929,-0.0665292656981374,0.821823829778378
"115","isolation_item_visit_d","TGF_beta1","isolation_item_visit_dHigh",-0.419304329313168,0.251897739599588,-1.66458154797136,0.0989777159002902,-0.91302389892836,0.0744152403020245
"116","isolation_item_visit","TNF","isolation_item_visit5",0.998084793771425,0.599686704227485,1.66434370936597,0.0991742839661471,-0.177301146514445,2.1734707340573
"117","isolation_cat_ordinal","sTREM_2","isolation_cat_ordinal.L",0.323243160732855,0.195106433227134,1.65675295983988,0.100612658302954,-0.0591654483923274,0.705651769858038
"118","isolation_item_visit","IFN_beta","isolation_item_visit3",-0.752586870199999,0.455281260804891,-1.65301525669978,0.101464026270609,-1.64493814137759,0.139764400977588
"119","isolation_item_communicate","VILIP_1","isolation_item_communicate5",0.484545584996322,0.293195967563626,1.65263386472452,0.101573502751907,-0.0901185114283856,1.05920968142103
"120","race_f","IFN_beta","race_fUnknown",0.752894404695946,0.456996128583249,1.64748530152766,0.10253569386534,-0.142818007327222,1.64860681671911
"121","isolation_cat_nominal","TGF_beta1","isolation_cat_nominalSomewhat Isolated",-0.527582431982223,0.320637195044385,-1.64541868546845,0.102931908627328,-1.15603133426922,0.100866470304773
"122","isolation_cat_nominal","IL_10","isolation_cat_nominalSomewhat Isolated",-0.413932275964445,0.252306183951736,-1.64059504797404,0.103931932994901,-0.908452396509847,0.0805878445809567
"123","isolation_cat_nominal","CX3CL1","isolation_cat_nominalVery Isolated",-0.544550446796191,0.336269072195822,-1.61938903045796,0.108421564664926,-1.2036378283,0.11453693470762
"124","isolation_cat_nominal","IFN_gamma","isolation_cat_nominalMost Isolated",-0.545900139907501,0.337366756795754,-1.61812072147344,0.108694945292753,-1.20713898322718,0.115338703412178
"125","race_f","IFN_gamma","race_fUnknown",-0.882128757114865,0.54649943482329,-1.61414395131095,0.109585673746264,-1.95326764936851,0.189010135138784
"126","social_relationships_nominal","sTREM_2","social_relationships_nominalGood",-0.378472963233416,0.234771111196414,-1.6120934185841,0.110001685051955,-0.838624341178388,0.0816784147115562
"127","isolation_item_communicate","beta_NGF","isolation_item_communicate4",0.410385182550596,0.2546965364103,1.61127115560571,0.110304412046647,-0.088820028813592,0.909590393914783
"128","social_activities_nominal","IFN_gamma","social_activities_nominalFair",-0.770865076141023,0.479383330909923,-1.60803479478069,0.110888682882071,-1.71045640472447,0.168726252442426
"129","isolation_cat_d","IL_6","isolation_cat_dHigh",-0.40181288445122,0.25016166631189,-1.60621285577087,0.11123047904259,-0.892129750422523,0.088503981520084
"130","isolation_item_communicate","IL_1beta","isolation_item_communicate5",0.470589568498773,0.292945106819879,1.60640870095885,0.111369193833262,-0.10358284086819,1.04476197786574
"131","isolation_item_communicate","sTREM_1","isolation_item_communicate5",0.524884511049019,0.327841621814286,1.60103072985148,0.112556437734595,-0.117685067706981,1.16745408980502
"132","race_f","IFN_alpha2","race_fUnknown",-0.749340720371622,0.468762383164113,-1.59855130719667,0.113013595289787,-1.66811499137328,0.16943355063004
"133","isolation_cat_ordinal","IFN_alpha2","isolation_cat_ordinal.L",-0.322227378605958,0.202595147927066,-1.59049899221654,0.114787113699825,-0.719313868543006,0.0748591113310907
"134","isolation_item_visit_d","IFN_beta","isolation_item_visit_dHigh",-0.277813991164142,0.17478852685211,-1.58942921579288,0.114970138165205,-0.620399503794277,0.0647715214659939
"135","isolation_cat_nominal","sTREM_1","isolation_cat_nominalMost Isolated",-0.583968149117501,0.367797394882407,-1.58774411467544,0.115409384791799,-1.30485104308702,0.136914744852017
"136","social_relationships_ordinal","IFN_lambda2_3","social_relationships_ordinal.L",-0.421976639634185,0.265806110469426,-1.58753551183964,0.115456613353321,-0.942956616154261,0.0990033368858909
"137","isolation_cat_ordinal","sTREM_1","isolation_cat_ordinal.L",-0.405709816736575,0.255895262057912,-1.58545263196298,0.115929032174915,-0.907264530370083,0.0958448968969334
"138","social_relationships_d","IFN_lambda1","social_relationships_dHigh",0.544748740058765,0.344110176918975,1.58306489199543,0.116414179293891,-0.129707206702426,1.21920468681996
"139","race_f","IL_18","race_fOther",0.777090537494595,0.491187735507796,1.58206421154068,0.11673086669658,-0.185637424100685,1.73981849908987
"140","race_dichotomized","TNF","race_dichotomized",-0.34801158528665,0.220282048617657,-1.57984541850114,0.117150151168605,-0.779764400577258,0.0837412300039571
"141","isolation_cat_nominal","sRAGE","isolation_cat_nominalSomewhat Isolated",-0.468453980284445,0.296685685518422,-1.57895713595308,0.11741218310423,-1.04995792390055,0.113049963331663
"142","isolation_cat_nominal","IFN_alpha2","isolation_cat_nominalMost Isolated",-0.457044591565,0.291189321068896,-1.56957882207797,0.119580197774633,-1.02777566086004,0.113686477730035
"143","race_dichotomized","IL_6","race_dichotomized",-0.358976637045045,0.229343985800013,-1.56523239880409,0.1205373742975,-0.80849084921307,0.0905375751229804
"144","isolation_item_communicate_d","sTREM_2","isolation_item_communicate_dHigh",0.268173714010776,0.171510665328954,1.56359788760905,0.12094991945279,-0.0679871900339745,0.604334618055526
"145","race_f","IL_8","race_fUnknown",-0.966657871459459,0.620556896882716,-1.55772641689317,0.122395560679312,-2.18294938934958,0.249633646430664
"146","social_relationships_d","IL_18","social_relationships_dHigh",-0.54426955024433,0.350267957256244,-1.55386623003646,0.123225383335367,-1.23079474646657,0.142255645977908
"147","social_relationships_nominal","IL_10","social_relationships_nominalGood",-0.415057714230958,0.267441889834916,-1.55195476104047,0.123740388691065,-0.939243818307393,0.109128389845476
"148","social_relationships_nominal","IFN_gamma","social_relationships_nominalGood",-0.43523082708968,0.281465775265907,-1.54630106157136,0.125098973782274,-0.986903746610858,0.116442092431499
"149","isolation_cat_ordinal","IL_18","isolation_cat_ordinal.Q",0.339517392520695,0.219630240748044,1.54585903728159,0.12520568764964,-0.090957879345472,0.769992664386861
"150","social_activities_d","IFN_gamma","social_activities_dHigh",0.682574204120461,0.442070565370682,1.54403902360727,0.125587516220548,-0.183884104006075,1.549032512247
"151","isolation_item_communicate","TGF_beta1","isolation_item_communicate4",0.609258273026786,0.395073524892982,1.54213895550663,0.126230335405265,-0.165085835763459,1.38360238181703
"152","isolation_item_communicate","VILIP_1","isolation_item_communicate4",0.486521881651786,0.315542311241206,1.54185940940225,0.126298243521941,-0.131941048380977,1.10498481168455
"153","isolation_cat_d","IL_18","isolation_cat_dHigh",-0.370669082232683,0.240995013206905,-1.53807781040866,0.127037742745352,-0.843019308118217,0.101681143652852
"154","isolation_item_communicate","sRAGE","isolation_item_communicate5",0.521039704979165,0.339041477744361,1.53680224745844,0.127531737239268,-0.143481591399783,1.18556100135811
"155","isolation_item_visit","TGF_beta1","isolation_item_visit1",-0.95192960427778,0.620180517489808,-1.53492342540964,0.127960578501176,-2.1674834185578,0.263624210002244
"156","isolation_cat_d","IFN_alpha2","isolation_cat_dHigh",-0.316489352159512,0.206361393213887,-1.53366551383709,0.128119642136579,-0.72095768285873,0.0879789785397055
"157","isolation_cat_nominal","TNF","isolation_cat_nominalVery Isolated",-0.476469930834286,0.313563771146272,-1.51953119166953,0.131692615474042,-1.09105492228098,0.138115060612407
"158","isolation_cat_nominal","sRAGE","isolation_cat_nominalMost Isolated",-0.57825029134,0.380790203538717,-1.51855348684465,0.131938509463211,-1.32459909027589,0.168098507595884
"159","race_f","IL_1beta","race_fBlack",-0.378579603458872,0.249545202904088,-1.51707826499224,0.132340187856578,-0.867688201150885,0.110528994233141
"160","social_activities_ordinal","IL_12p70","social_activities_ordinal.L",-0.471468525505621,0.312184225881801,-1.51022532984779,0.13404770915339,-1.08334960823395,0.140412557222709
"161","social_activities_ordinal","IFN_lambda2_3","social_activities_ordinal.L",-0.478437383270009,0.317091516886981,-1.50883059870862,0.134403513229891,-1.09993675636849,0.143061989828473
"162","isolation_item_visit","GM_CSF","isolation_item_visit5",0.752583263228569,0.500192130000689,1.50458837332673,0.135581911036962,-0.22779331157278,1.73295983802992
"163","isolation_item_communicate","sTREM_2","isolation_item_communicate4",0.406579972991072,0.27027463504262,1.50432160578797,0.13568225151216,-0.123158311692464,0.936318257674607
"164","social_relationships_d","sTREM_2","social_relationships_dHigh",-0.438292355845362,0.291854884171762,-1.5017475451513,0.136163723121653,-1.01032792882202,0.133743217131292
"165","isolation_item_visit","IL_1beta","isolation_item_visit5",0.918258624857142,0.611331046151731,1.50206443896067,0.136231729902997,-0.279950225600252,2.11646747531454
"166","social_activities_nominal","IFN_alpha2","social_activities_nominalGood",-0.390904477853149,0.2603492958021,-1.50146162926551,0.136295692140588,-0.901189097625265,0.119380141918967
"167","isolation_cat_nominal","IL_10","isolation_cat_nominalMost Isolated",-0.4852267492325,0.323829991909376,-1.49839965832532,0.137088044100167,-1.11993353337488,0.149480034909876
"168","social_relationships_nominal","IL_18","social_relationships_nominalFair",0.600114322190909,0.402804137521201,1.48984150432001,0.139321778116012,-0.189381787350646,1.38961043173246
"169","isolation_item_visit_d","IFN_gamma","isolation_item_visit_dHigh",-0.30775388763456,0.206860100492638,-1.48773923488214,0.139816733198263,-0.71319968460013,0.0976919093310105
"170","isolation_item_communicate_d","beta_NGF","isolation_item_communicate_dHigh",0.250456832789512,0.169435073164493,1.47818765094969,0.142379819855977,-0.0816359106128954,0.582549576191919
"171","social_relationships_ordinal","TNF","social_relationships_ordinal.L",-0.397936569055899,0.269533518851661,-1.47638991525542,0.142890064166466,-0.926222266005154,0.130349127893357
"172","social_activities_nominal","IL_12p70","social_activities_nominalFair",-0.675158507666665,0.457475471971682,-1.4758354251361,0.143038666334286,-1.57181043273116,0.221493417397832
"173","social_activities_d","IFN_lambda1","social_activities_dHigh",0.639800156549508,0.436076063990243,1.46717559018287,0.145317213208191,-0.214908928871368,1.49450924197038
"174","isolation_cat_ordinal","IFN_gamma","isolation_cat_ordinal.L",-0.343125962434486,0.234723127028889,-1.46183278476968,0.146831364050598,-0.803183291411108,0.116931366542135
"175","isolation_item_communicate","CX3CL1","isolation_item_communicate4",0.507855028377977,0.347691035848433,1.46065033612015,0.147277882444833,-0.173619401884953,1.18932945864091
"176","race_f","IL_10","race_fBlack",-0.348259497249118,0.239439535608627,-1.45447783451419,0.148884261385183,-0.817560987042028,0.121041992543791
"177","isolation_item_communicate","MCP_1","isolation_item_communicate5",0.422896935223038,0.291463796715828,1.45094155771036,0.149957408000541,-0.148372106339984,0.99416597678606
"178","isolation_item_communicate","sRAGE","isolation_item_communicate4",0.528843733764881,0.364882001560521,1.44935549438759,0.150398710543141,-0.18632498929374,1.2440124568235
"179","isolation_item_visit_d","GM_CSF","isolation_item_visit_dHigh",-0.251581705358586,0.173906853602336,-1.44664629453802,0.150974721995605,-0.592439138419164,0.0892757277019924
"180","isolation_cat_d","IL_1beta","isolation_cat_dHigh",-0.341622706946341,0.236933004099571,-1.44185360855331,0.1523197023523,-0.8060113949815,0.122765981088817
"181","social_activities_ordinal","IL_10","social_activities_ordinal.Q",-0.373794731611118,0.25926220219561,-1.44176331314618,0.15240278821178,-0.881948647914513,0.134359184692277
"182","race_f","TNF","race_fBlack",-0.365185939091657,0.25352530552822,-1.44043190611995,0.152807760800628,-0.862095537926967,0.131723659743654
"183","isolation_cat_ordinal","TNF","isolation_cat_ordinal.L",-0.339278455670105,0.235962040789012,-1.43785184487989,0.153507408528263,-0.801764055616569,0.12320714427636
"184","social_activities_nominal","IFN_lambda2_3","social_activities_nominalFair",-0.667582497384614,0.464666627329887,-1.43669129246648,0.153836340393533,-1.57832908695119,0.243164092181964
"185","isolation_cat_nominal","CX3CL1","isolation_cat_nominalMost Isolated",-0.520448248382501,0.363705270214475,-1.43096152573097,0.155468283210451,-1.23331057800287,0.192414081237869
"186","isolation_item_communicate","sTREM_2","isolation_item_communicate5",0.356552105297793,0.251134096145515,1.41976780839506,0.158816597754593,-0.135670723147416,0.848774933743003
"187","social_activities_nominal","IFN_lambda1","social_activities_nominalGood",-0.422867033027975,0.298374611233963,-1.41723530456951,0.15943196795831,-1.00768127104654,0.161947204990594
"188","isolation_cat_ordinal","sRAGE","isolation_cat_ordinal.L",-0.373865801981245,0.264935016613644,-1.4111603923103,0.161210772957428,-0.893138434543988,0.145406830581498
"189","social_relationships_ordinal","MCP_1","social_relationships_ordinal.C",0.257504737621064,0.182539068001905,1.41068287703965,0.161351237180752,-0.100271835662669,0.615281310904797
"190","social_relationships_ordinal","IP_10","social_relationships_ordinal.L",-0.348214923839762,0.247550513615984,-1.40664189604525,0.162543675166892,-0.833413930527091,0.136984082847566
"191","isolation_item_visit","TGF_beta1","isolation_item_visit0",-1.0402113628375,0.740805373291908,-1.40416282108636,0.1633685747295,-2.49218989448964,0.411767168814637
"192","isolation_item_communicate","IL_8","isolation_item_communicate2",-0.693679428663691,0.494963559717257,-1.40147575522519,0.164199102717171,-1.66380800570952,0.276449148382134
"193","isolation_cat_ordinal","sTREM_1","isolation_cat_ordinal.Q",0.333516475006965,0.238457707683916,1.39863994435882,0.164924829209922,-0.133860632053511,0.80089358206744
"194","isolation_cat_nominal","IL_12p70","isolation_cat_nominalSomewhat Isolated",-0.349475769244445,0.252043951980808,-1.386566773366,0.168567765227535,-0.843481915126829,0.14453037663794
"195","isolation_item_communicate_d","IFN_beta","isolation_item_communicate_dHigh",-0.24232991914296,0.174905799518404,-1.38548818741406,0.168867464394896,-0.585145286199031,0.100485447913111
"196","social_activities_d","IL_12p70","social_activities_dHigh",0.583232092587458,0.421178071844775,1.38476367022832,0.169060187219447,-0.242276928228301,1.40874111340322
"197","isolation_item_visit","TGF_beta1","isolation_item_visit3",-0.945103909153847,0.683820344577145,-1.38209387399591,0.170022333271693,-2.28539178452505,0.395183966217358
"198","race_dichotomized","IL_1beta","race_dichotomized",-0.299557773067567,0.217265533479903,-1.37876343417018,0.170897966800223,-0.725398218688178,0.126282672553043
"199","social_relationships_nominal","IL_8","social_relationships_nominalGood",-0.448007582052826,0.325091285655749,-1.37809778920755,0.171159524587657,-1.08518650193809,0.189171337832441
