"race_dichotomized","exposure","outcome","term","estimate","std.error","conf.low","conf.high","statistic","p.value"
0,"isolation_cat_d","IL_10","isolation_cat_dHigh",-0.394427506234127,0.297728402424329,-0.987938229227472,0.199083216759218,-1.32478965064267,0.189430309486007
1,"isolation_cat_d","IL_10","isolation_cat_dHigh",-0.331549881895604,0.303130476598621,-0.949788564931043,0.286688801139834,-1.09375304527566,0.282489716470568
0,"isolation_cat_d","IFN_gamma","isolation_cat_dHigh",-0.569974068880953,0.29862108408283,-1.16526432023715,0.0253161824752397,-1.90868662415966,0.0602888401272065
1,"isolation_cat_d","IFN_gamma","isolation_cat_dHigh",-0.200798099236263,0.391376510895849,-0.999015755812058,0.597419557339532,-0.513056081921325,0.611549151858786
0,"isolation_cat_d","IL_12p70","isolation_cat_dHigh",-0.275177350261905,0.29346429306733,-0.860187726607809,0.309833026083999,-0.937685969852459,0.351540659958923
1,"isolation_cat_d","IL_12p70","isolation_cat_dHigh",-0.313403852972527,0.320545681491596,-0.967161080558938,0.340353374613883,-0.977719779328065,0.335781711652522
0,"isolation_cat_d","IFN_alpha2","isolation_cat_dHigh",-0.460022034371032,0.238821043252429,-0.936103083046928,0.0160590143048632,-1.9262206885379,0.058024924485226
1,"isolation_cat_d","IFN_alpha2","isolation_cat_dHigh",0.0666274496373629,0.4011524819077,-0.751528431268682,0.884783330543408,0.166090084549678,0.869164586954005
0,"isolation_cat_d","CX3CL1","isolation_cat_dHigh",-0.994629691095239,0.308827102284538,-1.61026526789722,-0.378994114293254,-3.2206684055172,0.00192047575214208
1,"isolation_cat_d","CX3CL1","isolation_cat_dHigh",0.533781603263738,0.414930085935577,-0.312473886316288,1.38003709284376,1.2864374538187,0.207815304890883
0,"isolation_cat_d","IFN_lambda1","isolation_cat_dHigh",-0.683386433924605,0.294257928252479,-1.26997889309732,-0.0967939747518856,-2.32240618964138,0.0230420619265434
1,"isolation_cat_d","IFN_lambda1","isolation_cat_dHigh",-0.402664401153845,0.333451338402327,-1.08274288954427,0.277414087236581,-1.20756570683788,0.236347153007095
0,"isolation_cat_d","IFN_lambda2_3","isolation_cat_dHigh",-0.374919681003969,0.291438520886448,-0.955891754312927,0.20605239230499,-1.28644518186409,0.202408966474127
1,"isolation_cat_d","IFN_lambda2_3","isolation_cat_dHigh",-0.862265004934066,0.34416611024031,-1.56419641456313,-0.160333595305005,-2.50537452491182,0.0176963341726769
0,"isolation_cat_d","sTREM_1","isolation_cat_dHigh",-0.989528850117065,0.341916483175918,-1.67112690216941,-0.307930798064716,-2.89406594536113,0.00502923396213012
1,"isolation_cat_d","sTREM_1","isolation_cat_dHigh",0.328267315098902,0.291131416859973,-0.265499124255451,0.922033754453254,1.1275571652124,0.268158931970075
0,"isolation_cat_d","sRAGE","isolation_cat_dHigh",-0.834163571549604,0.345125836493849,-1.52215935251379,-0.146167790585414,-2.41698384572976,0.0181844739316687
1,"isolation_cat_d","sRAGE","isolation_cat_dHigh",0.420534557126374,0.366432037203033,-0.326808509939641,1.16787762419239,1.14764680603886,0.259894348280097
0,"isolation_cat_d","GM_CSF","isolation_cat_dHigh",-0.100354616769842,0.259787791028238,-0.618232113248202,0.417522879708519,-0.386294584409216,0.700417720501424
1,"isolation_cat_d","GM_CSF","isolation_cat_dHigh",0.0598284377857143,0.265748262865168,-0.482168717684283,0.601825593255711,0.225131999512145,0.823354108020655
0,"isolation_cat2_d","IL_10","isolation_cat2_dHigh",0.070971289660699,0.279213519338457,-0.485630688459955,0.627573267781353,0.254182855575374,0.800078814309569
1,"isolation_cat2_d","IL_10","isolation_cat2_dHigh",-0.301426385902256,0.249732040955672,-0.810758241427367,0.207905469622856,-1.20699924907016,0.236562106867551
0,"isolation_cat2_d","IFN_gamma","isolation_cat2_dHigh",0.0559361520323955,0.283663105101356,-0.509535913193335,0.621408217258126,0.19719220098225,0.844232746378789
1,"isolation_cat2_d","IFN_gamma","isolation_cat2_dHigh",-0.483547346342105,0.31329177248378,-1.12251012896814,0.155415436283929,-1.54344093529344,0.132871824181046
0,"isolation_cat2_d","IL_12p70","isolation_cat2_dHigh",0.159927912601023,0.273048663549826,-0.384384650111271,0.704240475313317,0.585712123699296,0.559900489240786
1,"isolation_cat2_d","IL_12p70","isolation_cat2_dHigh",-0.235538395447368,0.265858188412625,-0.777759745549507,0.30668295465477,-0.885955015543103,0.382463032728014
0,"isolation_cat2_d","IFN_alpha2","isolation_cat2_dHigh",-0.0581381747127024,0.226917127239441,-0.510489200516105,0.3942128510907,-0.256208843378118,0.798520204984158
1,"isolation_cat2_d","IFN_alpha2","isolation_cat2_dHigh",-0.464993310236842,0.321292087057928,-1.12027284201225,0.190286221538567,-1.44726038694195,0.157861729054416
0,"isolation_cat2_d","CX3CL1","isolation_cat2_dHigh",-0.316311076067349,0.303934391989842,-0.922193213154626,0.289571061019929,-1.04072156492879,0.30148694701475
1,"isolation_cat2_d","CX3CL1","isolation_cat2_dHigh",0.0406180213421053,0.352184406195497,-0.677666810704745,0.758902853388956,0.115331685979186,0.908926059821627
0,"isolation_cat2_d","IFN_lambda1","isolation_cat2_dHigh",-0.0598731738320546,0.282722524151577,-0.623470225202905,0.503723877538796,-0.211773625082502,0.832881977330311
1,"isolation_cat2_d","IFN_lambda1","isolation_cat2_dHigh",-0.482910196390977,0.26857622017563,-1.0306750088215,0.0648546160395413,-1.79803780124387,0.0819170371937968
0,"isolation_cat2_d","IFN_lambda2_3","isolation_cat2_dHigh",-0.223670222502131,0.27197732589816,-0.765847112638236,0.318506667633973,-0.822385549102292,0.41357277075898
1,"isolation_cat2_d","IFN_lambda2_3","isolation_cat2_dHigh",-0.577774357924812,0.294425707141558,-1.17825954660479,0.022710830755166,-1.96237741443896,0.0587483727155788
0,"isolation_cat2_d","sTREM_1","isolation_cat2_dHigh",-0.386494687201194,0.331774094553701,-1.04787425705623,0.27488488265384,-1.16493328908365,0.247891148890321
1,"isolation_cat2_d","sTREM_1","isolation_cat2_dHigh",0.0227515297406015,0.245669836692032,-0.478295405566808,0.523798465048011,0.0926101879129852,0.926809171081024
0,"isolation_cat2_d","sRAGE","isolation_cat2_dHigh",-0.365830441056266,0.329853098311037,-1.02338057488985,0.291719692777322,-1.10907080433516,0.271090424582527
