"race_dichotomized","exposure","outcome_PC1","term","estimate","std.error","statistic","conf.low","conf.high","p.value"
1,"social_relationships_ordinal","IFN_gamma","social_relationships_ordinal.C",-0.035682508177623,0.288132476033629,-0.123840632853404,-0.624979589022692,0.553614572667446,0.902295836554483
0,"social_relationships_ordinal","IL_12p70","social_relationships_ordinal.L",-0.410730143146205,0.412474565209205,-0.995770837258499,-1.23338472366113,0.411924437368717,0.322791289790538
0,"social_relationships_ordinal","IL_12p70","social_relationships_ordinal.Q",-0.172180637562844,0.339654627065165,-0.506928579335414,-0.84960043096641,0.505239155840723,0.613798153731363
0,"social_relationships_ordinal","IL_12p70","social_relationships_ordinal.C",-0.151699457618106,0.246161053842865,-0.616261001689333,-0.642652198875021,0.339253283638809,0.539721217915857
1,"social_relationships_ordinal","IL_12p70","social_relationships_ordinal.L",-0.762470238707045,0.30865088807468,-2.47033223673266,-1.39373218406796,-0.131208293346126,0.0196219509215804
1,"social_relationships_ordinal","IL_12p70","social_relationships_ordinal.Q",-0.239717102736111,0.2694040867229,-0.889804997585934,-0.790710326613476,0.311276121141254,0.380892936310692
1,"social_relationships_ordinal","IL_12p70","social_relationships_ordinal.C",0.0888054020672925,0.223364619348524,0.397580432954451,-0.368026538427998,0.545637342562583,0.69385095130776
0,"social_relationships_ordinal","IFN_alpha2","social_relationships_ordinal.L",-0.647243078170886,0.333300830094233,-1.94191859044543,-1.31199062309497,0.0175044667531956,0.0561719564439036
0,"social_relationships_ordinal","IFN_alpha2","social_relationships_ordinal.Q",-0.12761508243143,0.274458545313572,-0.464970337453434,-0.675005390847553,0.419775225984692,0.643395882412952
0,"social_relationships_ordinal","IFN_alpha2","social_relationships_ordinal.C",0.00200501056002311,0.198910891732403,0.0100799435493984,-0.394710253846582,0.398720274966628,0.991986177793549
1,"social_relationships_ordinal","IFN_alpha2","social_relationships_ordinal.L",-0.691575496666309,0.410323775424179,-1.68543851974306,-1.53078184503564,0.147630851703023,0.102636702405799
1,"social_relationships_ordinal","IFN_alpha2","social_relationships_ordinal.Q",-0.0599341028809524,0.35814866002296,-0.167344205272498,-0.792430358650018,0.672562152888113,0.868260711693129
1,"social_relationships_ordinal","IFN_alpha2","social_relationships_ordinal.C",-0.218469742150867,0.29694330212034,-0.73572880947599,-0.825786985680154,0.38884750137842,0.46780510825864
0,"social_relationships_ordinal","CX3CL1","social_relationships_ordinal.L",-0.391117100226723,0.454590999234954,-0.860371412731328,-1.29777025977806,0.515536059324616,0.392521605509886
0,"social_relationships_ordinal","CX3CL1","social_relationships_ordinal.Q",-0.150274202594432,0.374335654451847,-0.401442397504142,-0.896863124092351,0.596314718903488,0.689317374427219
0,"social_relationships_ordinal","CX3CL1","social_relationships_ordinal.C",0.293657123252566,0.271295757066623,1.08242431222561,-0.247425202907167,0.834739449412298,0.282778691967148
1,"social_relationships_ordinal","CX3CL1","social_relationships_ordinal.L",0.243268178707785,0.448180147122064,0.542791063526359,-0.673363143201657,1.15989950061723,0.591421302465202
1,"social_relationships_ordinal","CX3CL1","social_relationships_ordinal.Q",-0.416583427242063,0.391191368266987,-1.06490955842805,-1.21665960936816,0.383492754884029,0.295703475108252
1,"social_relationships_ordinal","CX3CL1","social_relationships_ordinal.C",0.166740493368496,0.324339218934189,0.514092911478364,-0.496607691301877,0.830088678038868,0.611082535434358
0,"social_relationships_ordinal","IFN_lambda1","social_relationships_ordinal.L",-0.557392172355251,0.419853148206447,-1.3275884073666,-1.39476287263216,0.279978527921655,0.188627473867719
0,"social_relationships_ordinal","IFN_lambda1","social_relationships_ordinal.Q",0.0942593466371397,0.34573056499585,0.27263816445697,-0.595278522864204,0.783797216138484,0.785934032649908
0,"social_relationships_ordinal","IFN_lambda1","social_relationships_ordinal.C",-0.0660530062907625,0.250564524795182,-0.263616752390451,-0.565788193435584,0.433682180854059,0.792849731742513
1,"social_relationships_ordinal","IFN_lambda1","social_relationships_ordinal.L",-0.84950526875684,0.328773662133111,-2.58386046876498,-1.521922908104,-0.177087629409678,0.0150751892632653
1,"social_relationships_ordinal","IFN_lambda1","social_relationships_ordinal.Q",0.308691894767857,0.286968130038503,1.07570096625865,-0.278223831134282,0.895607620669995,0.290929320180386
1,"social_relationships_ordinal","IFN_lambda1","social_relationships_ordinal.C",-0.17477460388603,0.237927077910803,-0.734572144628077,-0.661390116295221,0.311840908523161,0.468498723473132
0,"social_relationships_ordinal","IFN_lambda2_3","social_relationships_ordinal.L",0.0370333714894133,0.412664664453222,0.0897420464591567,-0.786000350012696,0.860067092991523,0.92874848478005
0,"social_relationships_ordinal","IFN_lambda2_3","social_relationships_ordinal.Q",0.239719489112902,0.33981116541511,0.705449124427865,-0.43801251018521,0.917451488411014,0.48287178762413
0,"social_relationships_ordinal","IFN_lambda2_3","social_relationships_ordinal.C",0.120200408212086,0.246274503335728,0.488074918775596,-0.370978600923708,0.61137941734788,0.62702214620124
1,"social_relationships_ordinal","IFN_lambda2_3","social_relationships_ordinal.L",-0.745294207618685,0.349797036261476,-2.13064757661803,-1.46070947491083,-0.0298789403265456,0.0417243343050731
1,"social_relationships_ordinal","IFN_lambda2_3","social_relationships_ordinal.Q",-0.385062208472222,0.305318256753562,-1.2611830441015,-1.00950815746889,0.239383740524448,0.217294505303888
1,"social_relationships_ordinal","IFN_lambda2_3","social_relationships_ordinal.C",0.355468702165939,0.253141283153807,1.40423046662823,-0.162263353787736,0.873200758119614,0.170870068146533
0,"social_relationships_ordinal","sTREM_1","social_relationships_ordinal.L",-0.429502602257292,0.497012805807675,-0.864168080255649,-1.42076338718565,0.561758182671061,0.390447180481933
0,"social_relationships_ordinal","sTREM_1","social_relationships_ordinal.Q",-0.271773574096349,0.409268142673467,-0.664047712878502,-1.08803314650998,0.544485998317279,0.508841184917454
0,"social_relationships_ordinal","sTREM_1","social_relationships_ordinal.C",0.30530172158866,0.296612703837784,1.02929415240295,-0.286273662768213,0.896877105945532,0.306884951005779
1,"social_relationships_ordinal","sTREM_1","social_relationships_ordinal.L",0.164864903064951,0.309414299344143,0.532828972075338,-0.467958393653412,0.797688199783313,0.598211691613414
1,"social_relationships_ordinal","sTREM_1","social_relationships_ordinal.Q",-0.336540747357142,0.270070425696122,-1.24612217901938,-0.888896787454248,0.215815292739963,0.222692559972116
1,"social_relationships_ordinal","sTREM_1","social_relationships_ordinal.C",0.185799526494319,0.223917085173825,0.829769315503927,-0.272162333483141,0.64376138647178,0.413447822137444
0,"social_relationships_ordinal","sRAGE","social_relationships_ordinal.L",-0.0950104944075812,0.491072355248473,-0.193475550786213,-1.07442342428002,0.884402435464857,0.847146862670392
0,"social_relationships_ordinal","sRAGE","social_relationships_ordinal.Q",-0.250550277882809,0.404376443428299,-0.619596620808686,-1.05705366378225,0.555953108016632,0.537534993181652
0,"social_relationships_ordinal","sRAGE","social_relationships_ordinal.C",0.451687030855067,0.293067497191617,1.5412389131632,-0.132817661797791,1.03619172350793,0.127767417191225
1,"social_relationships_ordinal","sRAGE","social_relationships_ordinal.L",0.0463294225910156,0.387256337395118,0.119635027544419,-0.745698717753223,0.838357562935255,0.905597226371459
1,"social_relationships_ordinal","sRAGE","social_relationships_ordinal.Q",-0.348889279799603,0.338014384323897,-1.03217287778287,-1.04020631808607,0.342427758486867,0.310522813254116
1,"social_relationships_ordinal","sRAGE","social_relationships_ordinal.C",0.358649184418455,0.280249847755614,1.27974800803891,-0.214526111414505,0.931824480251415,0.210777525028047
0,"social_relationships_ordinal","GM_CSF","social_relationships_ordinal.L",-0.0797292799597752,0.365038488323864,-0.21841335231763,-0.807775588297742,0.648317028378192,0.827742575585154
0,"social_relationships_ordinal","GM_CSF","social_relationships_ordinal.Q",-0.178242163191758,0.300593108215504,-0.592968229544276,-0.777756213759412,0.421271887375895,0.555113375539189
0,"social_relationships_ordinal","GM_CSF","social_relationships_ordinal.C",-0.0620235712895397,0.217851636338917,-0.284705556184338,-0.496514959663957,0.372467817084877,0.776710328269809
1,"social_relationships_ordinal","GM_CSF","social_relationships_ordinal.L",-0.892134954789,0.23273749194415,-3.83322406431657,-1.3681365721488,-0.416133337429203,0.000627998243569085
1,"social_relationships_ordinal","GM_CSF","social_relationships_ordinal.Q",0.0345279781785712,0.203143531692095,0.16996838585491,-0.380947194445626,0.450003150802769,0.866215191004603
1,"social_relationships_ordinal","GM_CSF","social_relationships_ordinal.C",-0.195721356208632,0.16842757725569,-1.16205053470257,-0.540194429764565,0.1487517173473,0.254689653846915
0,"social_relationships_nominal","IL_10","social_relationships_nominalVery good",-0.0451538194252866,0.335666443136916,-0.134519909119627,-0.714619430793785,0.624311791943212,0.893377505249278
0,"social_relationships_nominal","IL_10","social_relationships_nominalGood",-0.245500717884057,0.352035132074755,-0.697375618271886,-0.947612649941221,0.456611214173106,0.487877565212645
0,"social_relationships_nominal","IL_10","social_relationships_nominalFair",-0.531024159166666,0.61835708521351,-0.858766191679216,-1.76429847824315,0.702250159909816,0.39340071633972
1,"social_relationships_nominal","IL_10","social_relationships_nominalVery good",-0.178970511111112,0.382319324312333,-0.468117878773253,-0.960901325954842,0.602960303732617,0.643199581836531
1,"social_relationships_nominal","IL_10","social_relationships_nominalGood",-0.714869542428572,0.360701595416149,-1.98188627805711,-1.45258713733824,0.0228480524810937,0.0570407417875194
1,"social_relationships_nominal","IL_10","social_relationships_nominalFair",-1.08981499066667,0.410676832159151,-2.6537045806478,-1.92974342113572,-0.249886560197615,0.0127849558983919
0,"social_relationships_nominal","IFN_gamma","social_relationships_nominalVery good",-0.0245306179329493,0.337678001067819,-0.0726449986536806,-0.698008155091318,0.64894691922542,0.942295791389618
0,"social_relationships_nominal","IFN_gamma","social_relationships_nominalGood",-0.338252286364734,0.354144783117808,-0.955124295173404,-1.04457178475505,0.368067212025579,0.34280173550679
0,"social_relationships_nominal","IFN_gamma","social_relationships_nominalFair",-0.774686848027779,0.622062731471346,-1.24535164837063,-2.01535184552398,0.465978149468426,0.217155172802398
1,"social_relationships_nominal","IFN_gamma","social_relationships_nominalVery good",-0.474238121222223,0.539565566374411,-0.878925844747371,-1.57777361144529,0.629297369000844,0.386666332254216
1,"social_relationships_nominal","IFN_gamma","social_relationships_nominalGood",-0.765284523071429,0.509056561482812,-1.50333888407658,-1.80642209213823,0.275853045995367,0.143564734769984
1,"social_relationships_nominal","IFN_gamma","social_relationships_nominalFair",-1.03271623333333,0.57958639140034,-1.78181587534895,-2.21810350120204,0.152671034535368,0.0852548618694015
0,"social_relationships_nominal","IL_12p70","social_relationships_nominalVery good",-0.147187586287356,0.329146422642257,-0.447179662795033,-0.803649426811796,0.509274254237084,0.656125988960541
0,"social_relationships_nominal","IL_12p70","social_relationships_nominalGood",-0.127345510753623,0.345197164434864,-0.368906595632398,-0.815819546380696,0.561128524873451,0.713310824572945
0,"social_relationships_nominal","IL_12p70","social_relationships_nominalFair",-0.618894372166666,0.606346051787194,-1.02069498159094,-1.82821344042698,0.590424696093647,0.310913679873713
1,"social_relationships_nominal","IL_12p70","social_relationships_nominalVery good",-0.021839987861112,0.418279324170056,-0.0522138834006357,-0.877317260344945,0.833637284622721,0.958716283837717
1,"social_relationships_nominal","IL_12p70","social_relationships_nominalGood",-0.48197199425,0.394628285737585,-1.22133159651535,-1.28907746186452,0.325133473364524,0.231796885287154
1,"social_relationships_nominal","IL_12p70","social_relationships_nominalFair",-0.983246187583333,0.449304068312008,-2.18837588379134,-1.90217618642587,-0.0643161887407974,0.036845086514178
0,"social_relationships_nominal","IFN_alpha2","social_relationships_nominalVery good",-0.160047485756704,0.26596737142706,-0.601756090974475,-0.690502681851063,0.370407710337655,0.549280577961082
0,"social_relationships_nominal","IFN_alpha2","social_relationships_nominalGood",-0.452193393852656,0.278937202816277,-1.62112973560753,-1.00851610300309,0.104129315297773,0.109486074586189
0,"social_relationships_nominal","IFN_alpha2","social_relationships_nominalFair",-0.867471044472222,0.489959040947242,-1.77049706603053,-1.84466353898522,0.109721450040776,0.0809982852735905
1,"social_relationships_nominal","IFN_alpha2","social_relationships_nominalVery good",-0.444753139333334,0.556064985090224,-0.799822235275561,-1.58203372979194,0.692527451125272,0.430317029507113
1,"social_relationships_nominal","IFN_alpha2","social_relationships_nominalGood",-0.460927187071429,0.524623042891873,-0.878587384440199,-1.53390178533974,0.612047411196887,0.386846844967674
1,"social_relationships_nominal","IFN_alpha2","social_relationships_nominalFair",-1.02554853216667,0.597309610133437,-1.71694631187595,-2.2471838523423,0.196086788008967,0.0966529890998825
0,"social_relationships_nominal","CX3CL1","social_relationships_nominalVery good",0.238016233808429,0.36275449151068,0.656135869792316,-0.485474786522157,0.961507254139015,0.513887754245671
0,"social_relationships_nominal","CX3CL1","social_relationships_nominalGood",-0.330879024647343,0.380444122254973,-0.8697177989928,-1.08965090102788,0.42789285173319,0.387427193517001
0,"social_relationships_nominal","CX3CL1","social_relationships_nominalFair",-0.393411196027779,0.668258071680873,-0.588711476448357,-1.72620989442876,0.939387502373204,0.557949799667957
1,"social_relationships_nominal","CX3CL1","social_relationships_nominalVery good",0.674513495222223,0.607367405336268,1.11055267256032,-0.567692325836742,1.91671931628119,0.275884495974608
1,"social_relationships_nominal","CX3CL1","social_relationships_nominalGood",0.559600485428572,0.573024637199831,0.97657316823783,-0.61236648824486,1.731567459102,0.336857110199906
1,"social_relationships_nominal","CX3CL1","social_relationships_nominalFair",0.400947126166667,0.652417249452058,0.614556292776452,-0.93339597145137,1.7352902237847,0.543639841847059
0,"social_relationships_nominal","IFN_lambda1","social_relationships_nominalVery good",-0.402612309013408,0.335034383749578,-1.20170444748841,-1.07081731768296,0.26559269965614,0.233527932265187
0,"social_relationships_nominal","IFN_lambda1","social_relationships_nominalGood",-0.563266259205313,0.351372250471753,-1.60304707742023,-1.26405611559274,0.137523597182112,0.113427376705755
0,"social_relationships_nominal","IFN_lambda1","social_relationships_nominalFair",-0.777359874944444,0.61719271978936,-1.2595091452306,-2.00831194040734,0.453592190518449,0.21202995304218
1,"social_relationships_nominal","IFN_lambda1","social_relationships_nominalVery good",-0.844925358416668,0.445549423362354,-1.89636730318358,-1.75617624611249,0.0663255292791528,0.0679138176384706
1,"social_relationships_nominal","IFN_lambda1","social_relationships_nominalGood",-0.990350927035715,0.420356434068855,-2.35597899013839,-1.85007636625454,-0.13062548781689,0.0254463207820492
1,"social_relationships_nominal","IFN_lambda1","social_relationships_nominalFair",-1.21789249591667,0.478596853784211,-2.54471479761501,-2.19673296790759,-0.239052023925747,0.0165195886780734
0,"social_relationships_nominal","IFN_lambda2_3","social_relationships_nominalVery good",-0.115647148421456,0.329298118022755,-0.351192861701883,-0.772411535842446,0.541117238999535,0.726498504901034
0,"social_relationships_nominal","IFN_lambda2_3","social_relationships_nominalGood",-0.260351091415459,0.345356257202106,-0.753862384091969,-0.949142427561734,0.428440244730816,0.453460252921507
0,"social_relationships_nominal","IFN_lambda2_3","social_relationships_nominalFair",0.103440738388887,0.606625501566114,0.170518282073266,-1.10643567488138,1.31331715165915,0.865094462543532
1,"social_relationships_nominal","IFN_lambda2_3","social_relationships_nominalVery good",0.369697378944444,0.474040003049457,0.779886458033528,-0.599823286848983,1.33921804473787,0.441776664279179
1,"social_relationships_nominal","IFN_lambda2_3","social_relationships_nominalGood",-0.4405196325,0.447236052476722,-0.984982382481182,-1.35522006405581,0.474180799055809,0.33277977321143
1,"social_relationships_nominal","IFN_lambda2_3","social_relationships_nominalFair",-0.8409466705,0.509200645610121,-1.6515035433476,-1.88237892469493,0.20048558369493,0.109425040681739
0,"social_relationships_nominal","sTREM_1","social_relationships_nominalVery good",0.352764332312261,0.396606241541257,0.889457339202172,-0.43824187457771,1.14377053920223,0.376803923797168
0,"social_relationships_nominal","sTREM_1","social_relationships_nominalGood",-0.248920312591787,0.415946644287284,-0.598442891679789,-1.07849973647504,0.580659111291461,0.551476029027526
0,"social_relationships_nominal","sTREM_1","social_relationships_nominalFair",-0.439703128472221,0.730618995467782,-0.601822743728007,-1.89687676759815,1.01747051065371,0.549236456552449
1,"social_relationships_nominal","sTREM_1","social_relationships_nominalVery good",0.576454722000001,0.419313888340102,1.37475704485238,-0.281138471791098,1.4340479157911,0.179736887960136
1,"social_relationships_nominal","sTREM_1","social_relationships_nominalGood",0.400908325214286,0.395604351876452,1.01340726741927,-0.408193421800131,1.2100100722287,0.319246674509594
1,"social_relationships_nominal","sTREM_1","social_relationships_nominalFair",0.3042815525,0.450415368497485,0.675557660288182,-0.61692131042318,1.22548441542318,0.504673219013754
0,"social_relationships_nominal","sRAGE","social_relationships_nominalVery good",0.612061455287356,0.391865881249095,1.56191565679659,-0.16949040111276,1.39361331168747,0.122817826305616
0,"social_relationships_nominal","sRAGE","social_relationships_nominalGood",-0.0364302728550729,0.410975121528148,-0.08864349919677,-0.856094307245486,0.78323376153534,0.929618357528652
0,"social_relationships_nominal","sRAGE","social_relationships_nominalFair",0.074530626666667,0.721886411579652,0.103244257643771,-1.36522642307112,1.51428767640445,0.918064332823192
1,"social_relationships_nominal","sRAGE","social_relationships_nominalVery good",0.690394010027778,0.524804318875016,1.31552654045936,-0.382951339254668,1.76373935931022,0.198639274990035
1,"social_relationships_nominal","sRAGE","social_relationships_nominalGood",0.229934783821429,0.495129968750568,0.464392782367135,-0.782719704975473,1.24258927261833,0.645833983605528
1,"social_relationships_nominal","sRAGE","social_relationships_nominalFair",0.22255023425,0.563730268059798,0.394781417389482,-0.930407620153314,1.37550808865331,0.695892870639305
0,"social_relationships_nominal","GM_CSF","social_relationships_nominalVery good",0.0871105765900383,0.291293385563294,0.299047561349828,-0.493855761990869,0.668076915170945,0.765789805120937
0,"social_relationships_nominal","GM_CSF","social_relationships_nominalGood",0.134667911599034,0.305498233606417,0.440814043371951,-0.474629103086149,0.743964926284216,0.660706054646445
0,"social_relationships_nominal","GM_CSF","social_relationships_nominalFair",-0.134705838194445,0.536614048028097,-0.251029280149206,-1.20494881027945,0.935537133890558,0.80252689207842
1,"social_relationships_nominal","GM_CSF","social_relationships_nominalVery good",-0.608561361833335,0.315402561925818,-1.92947501160903,-1.25363203068861,0.0365093070219447,0.0635077972028576
1,"social_relationships_nominal","GM_CSF","social_relationships_nominalGood",-0.744948488357144,0.297568550817073,-2.50345167966051,-1.35354450905469,-0.136352467659594,0.0181797259264413
1,"social_relationships_nominal","GM_CSF","social_relationships_nominalFair",-1.28445389383333,0.338796698857832,-3.79122316765053,-1.97737094499408,-0.591536842672588,0.00070304849069858
0,"social_relationships_d","IL_10","social_relationships_dLow",-0.431653055242858,0.56947584702557,-0.757983077767784,-1.56688240838224,0.703576297896527,0.450934981116009
1,"social_relationships_d","IL_10","social_relationships_dLow",-0.659485057555556,0.305264397501712,-2.16037331229187,-1.2820759009664,-0.0368942141447156,0.0385893312240576
0,"social_relationships_d","IFN_gamma","social_relationships_dLow",-0.653384126507144,0.575623654614651,-1.13508908341258,-1.80086891009021,0.494100657075921,0.260102627154992
1,"social_relationships_d","IFN_gamma","social_relationships_dLow",-0.477822662444444,0.407654716991709,-1.17212592551495,-1.30923993923596,0.35359461434707,0.250075989978026
0,"social_relationships_d","IL_12p70","social_relationships_dLow",-0.516074561457144,0.55688751881619,-0.926712386289776,-1.62620954094595,0.594060418031659,0.3571719121406
1,"social_relationships_d","IL_12p70","social_relationships_dLow",-0.726054787203704,0.319357575878262,-2.27348540333508,-1.37738885741598,-0.0747207169914261,0.0300756634185292
0,"social_relationships_d","IFN_alpha2","social_relationships_dLow",-0.652587828107144,0.458250921313212,-1.42408405036485,-1.56609434413427,0.26091868791998,0.158741795575719
1,"social_relationships_d","IFN_alpha2","social_relationships_dLow",-0.638298203537037,0.409644407037873,-1.55817629283054,-1.47377347993186,0.19717707285779,0.129343192133539
0,"social_relationships_d","CX3CL1","social_relationships_dLow",-0.38330052765,0.625116717216219,-0.613166336931319,-1.6294479283318,0.862846873031804,0.541698510455687
1,"social_relationships_d","CX3CL1","social_relationships_dLow",-0.114053920240741,0.450919385898049,-0.252936386874544,-1.03371007102062,0.805602230539141,0.801987162137358
0,"social_relationships_d","IFN_lambda1","social_relationships_dLow",-0.425490147471429,0.576673393325985,-0.737835579715928,-1.57506754693005,0.724087251987194,0.463012389601591
1,"social_relationships_d","IFN_lambda1","social_relationships_dLow",-0.422735414277778,0.353593321242849,-1.19554128678647,-1.14389374750853,0.298422918952978,0.240941229573127
0,"social_relationships_d","IFN_lambda2_3","social_relationships_dLow",0.236895629914286,0.558587398314092,0.424097698281909,-0.8766279974213,1.35041925724987,0.672759010427088
1,"social_relationships_d","IFN_lambda2_3","social_relationships_dLow",-0.735761542925926,0.377565808706423,-1.94869748785441,-1.50581208668221,0.0342890008303576,0.0604319533257162
0,"social_relationships_d","sTREM_1","social_relationships_dLow",-0.50406024915,0.682857449988487,-0.738163212773762,-1.86531169692568,0.85719119862568,0.462814528347571
1,"social_relationships_d","sTREM_1","social_relationships_dLow",-0.0957484123518519,0.314373849061148,-0.304568629476647,-0.736918104707457,0.545421280003753,0.762730049592949
0,"social_relationships_d","sRAGE","social_relationships_dLow",-0.167067743728572,0.680592695023619,-0.245473900836937,-1.52380448499437,1.18966899753723,0.806787871846898
1,"social_relationships_d","sRAGE","social_relationships_dLow",-0.126806545888889,0.395903637938301,-0.320296490704768,-0.93425733894131,0.680644247163532,0.750892608568497
0,"social_relationships_d","GM_CSF","social_relationships_dLow",-0.215042533735714,0.492771946688128,-0.436393620174594,-1.19736545613154,0.767280388660115,0.663856989580885
1,"social_relationships_d","GM_CSF","social_relationships_dLow",-0.69533052,0.252733787854907,-2.75123688803804,-1.21078447868878,-0.179876561311221,0.00982583748143402
0,"social_relationships2_d","IL_10","social_relationships2_dLow",-0.259939619657998,0.266812113632643,-0.974242196573928,-0.791819847328719,0.271940608012722,0.333198169906425
1,"social_relationships2_d","IL_10","social_relationships2_dLow",-0.703450515361538,0.225479886962134,-3.11979274443965,-1.16331977671275,-0.243581254010324,0.00389448869155714
0,"social_relationships2_d","IFN_gamma","social_relationships2_dLow",-0.387773345270292,0.268941091791497,-1.44185235021996,-0.923897613334907,0.148350922794324,0.153679726517796
1,"social_relationships2_d","IFN_gamma","social_relationships2_dLow",-0.517195336842307,0.315443509456555,-1.6395814823812,-1.16054661595742,0.126155942272808,0.111202635728395
0,"social_relationships2_d","IL_12p70","social_relationships2_dLow",-0.109349691906226,0.262826410499789,-0.416052906168322,-0.633284565594072,0.41458518178162,0.678608834720513
1,"social_relationships2_d","IL_12p70","social_relationships2_dLow",-0.617234260653846,0.248702577657816,-2.48181690140375,-1.12446651194041,-0.110002009367284,0.0186971291603112
0,"social_relationships2_d","IFN_alpha2","social_relationships2_dLow",-0.414963304781718,0.212715434931856,-1.95079075909396,-0.839003774385007,0.00907716482157084,0.054974193326169
1,"social_relationships2_d","IFN_alpha2","social_relationships2_dLow",-0.322407571061539,0.330746795182443,-0.974786682010616,-0.99697010718865,0.352154965065573,0.337211758733644
0,"social_relationships2_d","CX3CL1","social_relationships2_dLow",-0.487004130472026,0.288752968279568,-1.68657705364439,-1.06262265250282,0.0886143915587643,0.096013409566245
1,"social_relationships2_d","CX3CL1","social_relationships2_dLow",0.0450335963423078,0.356209494314937,0.126424469479446,-0.681460457047071,0.771527649731687,0.900212369081658
0,"social_relationships2_d","IFN_lambda1","social_relationships2_dLow",-0.346563471026793,0.268817853895124,-1.28921299684953,-0.882442068834957,0.189315126781371,0.20145051566241
1,"social_relationships2_d","IFN_lambda1","social_relationships2_dLow",-0.473665072642308,0.272500783438611,-1.738215452687,-1.02943408461891,0.082103939334294,0.0920981608794647
0,"social_relationships2_d","IFN_lambda2_3","social_relationships2_dLow",-0.135099254364854,0.262229817221294,-0.515194098811598,-0.657844841087905,0.387646332358196,0.607995588059074
1,"social_relationships2_d","IFN_lambda2_3","social_relationships2_dLow",-0.816592083169231,0.279631080984104,-2.92024792199566,-1.38690343286667,-0.246280733471786,0.00646640315411437
0,"social_relationships2_d","sTREM_1","social_relationships2_dLow",-0.49484753212372,0.316644361154519,-1.56278649750608,-1.12606652967418,0.136371465426738,0.122487786039186
1,"social_relationships2_d","sTREM_1","social_relationships2_dLow",-0.0271637449076921,0.248474800626321,-0.109321930591036,-0.53393144187574,0.479603952060356,0.913651766955234
0,"social_relationships2_d","sRAGE","social_relationships2_dLow",-0.397646561570528,0.316376534651954,-1.2568775431085,-1.02833165674594,0.233038533604878,0.212860197538345
1,"social_relationships2_d","sRAGE","social_relationships2_dLow",-0.250245664915384,0.309780542975574,-0.807815954196696,-0.882047247746049,0.38155591791528,0.4253521453881
0,"social_relationships2_d","GM_CSF","social_relationships2_dLow",0.0410116102348305,0.231725232352174,0.176983791616191,-0.420924197935484,0.502947418405145,0.860018044813993
1,"social_relationships2_d","GM_CSF","social_relationships2_dLow",-0.485488397961538,0.204726965761427,-2.37139448707157,-0.903031797471905,-0.0679449984511714,0.0241157572497213
0,"social_activities_ordinal","IL_10","social_activities_ordinal.L",-0.261002790715839,0.773281702683424,-0.337526143202553,-1.80326451640127,1.28125893496959,0.736730362294027
0,"social_activities_ordinal","IL_10","social_activities_ordinal.Q",-0.328639976595227,0.601079924722979,-0.546749214335661,-1.52745608560337,0.870176132412914,0.586289758513138
0,"social_activities_ordinal","IL_10","social_activities_ordinal.C",0.0029217204563135,0.353029120760582,0.00827614574689706,-0.701172659524543,0.70701610043717,0.993420208012739
1,"social_activities_ordinal","IL_10","social_activities_ordinal.L",-0.936169041145104,0.309515881352095,-3.02462360592136,-1.56920009639724,-0.303137985892969,0.00517098775385029
1,"social_activities_ordinal","IL_10","social_activities_ordinal.Q",-0.0192554288312499,0.260930394295533,-0.073795269743244,-0.552918005777848,0.514407148115348,0.941679959507476
1,"social_activities_ordinal","IL_10","social_activities_ordinal.C",0.135664813568387,0.200921030569924,0.675214601396212,-0.275264833881073,0.546594461017847,0.504887950921202
